source,target,synapse_count
720575940615537041,720575940627111752,16.0
720575940615537041,720575940627174404,17.0
720575940615537041,720575940627290108,7.0
720575940615537041,720575940627848196,15.0
720575940615537041,720575940628802888,7.0
720575940615537041,720575940629192975,31.0
720575940615537041,720575940629701737,7.0
720575940615537041,720575940630086698,6.0
720575940615537041,720575940630095045,12.0
720575940615537041,720575940630246364,9.0
720575940615537041,720575940630311383,10.0
720575940615537041,720575940631842360,37.0
720575940615537041,720575940632043576,17.0
720575940615537041,720575940632381536,10.0
720575940615537041,720575940632472850,19.0
720575940615537041,720575940632678099,6.0
720575940615537041,720575940632985261,14.0
720575940615537041,720575940633350812,12.0
720575940615537041,720575940634704491,8.0
720575940615537041,720575940634751918,39.0
720575940615537041,720575940635926335,13.0
720575940615537041,720575940635967886,67.0
720575940615537041,720575940636593550,5.0
720575940615537041,720575940637569870,5.0
720575940615541810,720575940609673369,5.0
720575940615541810,720575940618129573,6.0
720575940615541810,720575940618342966,8.0
720575940615541810,720575940620304110,11.0
720575940615541810,720575940620866036,6.0
720575940615541810,720575940621148660,6.0
720575940615541810,720575940621242025,22.0
720575940615541810,720575940622401462,5.0
720575940615541810,720575940622657684,9.0
720575940615541810,720575940623090446,5.0
720575940615541810,720575940624134296,16.0
720575940615541810,720575940624504212,11.0
720575940615541810,720575940625780836,6.0
720575940615541810,720575940626052647,7.0
720575940615541810,720575940627218882,15.0
720575940615541810,720575940628125339,7.0
720575940615541810,720575940629584887,6.0
720575940615541810,720575940634453093,16.0
720575940615541810,720575940635330204,10.0
720575940615541810,720575940651593974,10.0
720575940615541810,720575940660314241,10.0
720575940615671106,720575940606633248,24.0
720575940615671106,720575940624484796,102.0
720575940615671106,720575940625641402,27.0
720575940615671106,720575940626993694,71.0
720575940615671106,720575940628129129,20.0
720575940615671106,720575940629239934,39.0
